application_id,application_date,channel,region,employment_type,employment_tenure_months,monthly_income,requested_amount,term_months,existing_debt,monthly_debt_payment,debt_to_income,credit_history_months,delinquencies_12m,delinquencies_36m,revolving_utilization,inquiries_6m,open_accounts,bureau_score,savings_balance,current_account_balance,housing_status,purpose,prior_customer_months,income_verified,gender,age_band,default_12m,sample_split,predicted_pd,credit_score,risk_band,recommendation,lgd_assumption,ead_assumption,expected_loss,human_review_required
APP-0034261,2025-01-05,Web,Aegean,Salaried,39,44550.44,44170.23,24,4765.3,1260.06,0.06959,81,0,0,0.5292,2,2,678,6768.62,5095.91,Family,Debt consolidation,49,Verified,Female,21-29,1,out_of_time,0.1252432463671392,632,D,REFER,0.45,44170.23,2489.4103490924417,True
APP-0034334,2025-01-05,Mobile,Central Anatolia,Self-employed,81,66812.52,24251.64,36,554637.91,24058.74,0.37018,102,0,1,0.66549,3,3,582,75100.46,46355.08,Rent,Education,26,Verified,Male,30-39,0,out_of_time,0.35929758955499513,533,F,DECLINE_RECOMMENDATION,0.45,24251.64,3921.100107639976,True
APP-0034677,2025-01-05,Branch,Mediterranean,Salaried,106,26631.38,14827.31,18,82557.88,1648.22,0.09282,226,2,2,0.43452,0,3,702,25672.23,29442.82,Rent,Debt consolidation,3,Verified,Female,50-59,0,out_of_time,0.15012287661373389,617,E,REFER,0.45,14827.31,1001.6632933396121,True
APP-0034939,2025-01-05,Mobile,Aegean,Public sector,78,47450.71,77629.86,18,89251.98,12564.73,0.35568,135,0,0,0.61366,1,4,626,42951.15,1900.26,Rent,Vehicle,19,Verified,Female,30-39,0,out_of_time,0.18605421480794382,598,E,REFER,0.45,77629.86,6499.513191577772,True
APP-0035613,2025-01-05,Mobile,Marmara,Retired,149,20541.18,47162.93,18,19529.47,5133.2,0.37745,59,0,0,0.42328,1,2,649,25983.34,7027.13,Mortgage,Home improvement,46,Verified,Male,30-39,0,out_of_time,0.13221177044307497,627,D,REFER,0.45,47162.93,2805.9725135622666,True
APP-0038675,2025-01-05,Mobile,Marmara,Salaried,48,35264.62,81768.48,36,101880.72,4426.07,0.18992,160,1,2,0.52081,1,12,659,54457.05,5712.32,Mortgage,Debt consolidation,66,Verified,Male,30-39,0,out_of_time,0.2534656798645708,569,F,DECLINE_RECOMMENDATION,0.45,81768.48,9326.476518611653,True
APP-0042308,2025-01-05,Mobile,Marmara,Public sector,62,39894.11,53691.68,60,80516.21,19279.93,0.50571,227,1,1,0.31365,0,6,650,42546.95,17427.74,Family,Vehicle,22,Verified,Male,50-59,0,out_of_time,0.19304045189435187,595,E,REFER,0.45,53691.68,4664.099776575121,True
APP-0042515,2025-01-05,Branch,Central Anatolia,Public sector,59,52446.56,32515.76,48,55651.18,18437.93,0.36447,224,0,0,0.25482,0,6,718,49358.05,8289.86,Mortgage,Home improvement,39,Verified,Male,40-49,1,out_of_time,0.04279606973755553,716,B,APPROVE_RECOMMENDATION,0.45,32515.76,626.1960296383284,False
APP-0043090,2025-01-05,Web,Marmara,Self-employed,63,58867.77,64339.47,48,178996.58,12244.14,0.23076,331,0,0,0.15702,1,5,747,25082.61,21015.69,Owner,Home improvement,11,Verified,Female,50-59,0,out_of_time,0.023685789103193147,760,A,APPROVE_RECOMMENDATION,0.45,64339.47,685.7690028440502,False
APP-0047641,2025-01-05,Web,Mediterranean,Salaried,92,19952.62,34310.15,24,36585.67,717.58,0.10761,367,0,0,0.26797,0,2,699,49926.16,1050.51,Rent,Debt consolidation,59,Verified,Male,50-59,0,out_of_time,0.032100465667247634,737,B,APPROVE_RECOMMENDATION,0.45,34310.15,495.61730645090245,False
APP-0000058,2025-01-06,Mobile,Marmara,Self-employed,54,69388.68,228958.66,24,97516.52,10080.4,0.28276,182,0,0,0.30266,1,8,699,106944.52,49229.42,Mortgage,Home improvement,48,Verified,Male,40-49,0,out_of_time,0.06036382854273748,690,C,APPROVE_RECOMMENDATION,0.45,228958.66,6219.369583026717,False
APP-0001185,2025-01-06,Web,Mediterranean,Self-employed,69,86742.55,106767.92,36,182694.3,24370.5,0.31514,250,0,0,0.31419,1,7,732,22322.7,14299.31,Owner,Home improvement,67,Unverified,Female,50-59,0,out_of_time,0.05631268313016972,695,B,APPROVE_RECOMMENDATION,0.45,106767.92,2705.5746213422894,False
APP-0001791,2025-01-06,Web,Aegean,Contract,219,28616.85,18124.11,12,48620.92,6395.95,0.27628,37,0,1,0.88466,2,6,627,19747.35,99322.62,Rent,Home improvement,36,Verified,Male,30-39,0,out_of_time,0.3429107115593157,538,F,DECLINE_RECOMMENDATION,0.45,18124.11,2796.7281554156893,True
APP-0002330,2025-01-06,Branch,Marmara,Salaried,46,27257.62,20589.32,36,97440.55,4635.58,0.19105,81,0,0,0.199,1,1,712,29758.96,2187.12,Mortgage,Debt consolidation,27,Verified,Female,30-39,0,out_of_time,0.06519980515868556,684,C,APPROVE_RECOMMENDATION,0.45,20589.32,604.0888435574225,False
APP-0004004,2025-01-06,Partner,Mediterranean,Self-employed,32,48341.04,10000.0,36,103142.87,6392.18,0.13798,298,2,2,0.6715,0,6,666,17324.84,10866.1,Family,Other,4,Verified,Female,40-49,0,out_of_time,0.27817403199037644,560,F,DECLINE_RECOMMENDATION,0.45,10000.0,1251.783143956694,True
APP-0007560,2025-01-06,Mobile,Central Anatolia,Salaried,232,63178.09,68301.95,24,70019.16,851.65,0.05853,155,0,0,0.07528,1,7,714,26536.64,24556.79,Mortgage,Vehicle,46,Verified,Male,30-39,0,out_of_time,0.027266062054118065,749,A,APPROVE_RECOMMENDATION,0.45,68301.95,838.0463432027713,False
APP-0009053,2025-01-06,Branch,Central Anatolia,Salaried,24,52792.35,42490.93,24,118961.85,13232.06,0.28418,208,0,0,0.02514,0,4,740,51891.7,16696.13,Owner,Education,41,Verified,Female,40-49,0,out_of_time,0.02901503898057414,745,A,APPROVE_RECOMMENDATION,0.45,42490.93,554.7941956218813,False
APP-0009503,2025-01-06,Branch,Marmara,Self-employed,247,87193.8,84570.7,48,147204.51,17560.54,0.2216,198,0,0,0.82639,0,2,630,119022.45,33877.26,Rent,Education,24,Verified,Male,30-39,0,out_of_time,0.12807155275498602,630,D,REFER,0.45,84570.7,4873.995389959244,True
APP-0010205,2025-01-06,Web,Central Anatolia,Salaried,91,61002.66,156583.72,36,195928.71,7289.98,0.1908,232,0,0,0.1996,2,9,707,18557.3,32129.4,Owner,Vehicle,6,Verified,Male,40-49,0,out_of_time,0.04493313613116915,712,B,APPROVE_RECOMMENDATION,0.45,156583.72,3166.108923008193,False
APP-0010210,2025-01-06,Web,Aegean,Self-employed,60,48548.91,36104.46,24,304536.87,8363.51,0.20326,237,1,1,0.5998,1,7,651,87970.48,3928.75,Owner,Debt consolidation,101,Verified,Male,40-49,0,out_of_time,0.22889621353901607,579,F,DECLINE_RECOMMENDATION,0.45,36104.46,3718.878383641889,True
APP-0010381,2025-01-06,Mobile,Central Anatolia,Salaried,177,33532.52,73731.33,36,125906.51,4278.59,0.18867,257,0,0,0.3728,2,4,662,501380.88,27371.96,Family,Home improvement,19,Verified,Female,40-49,0,out_of_time,0.07001102178908712,678,C,APPROVE_RECOMMENDATION,0.45,73731.33,2322.9025880257677,False
APP-0011044,2025-01-06,Web,Black Sea,Public sector,54,28245.32,31664.6,12,104660.43,19015.79,0.76666,294,0,0,0.47127,0,4,689,31652.34,12481.51,Rent,Vehicle,25,Verified,Female,40-49,0,out_of_time,0.11932805022680931,636,D,REFER,0.45,31664.6,1700.3137406453218,True
APP-0014988,2025-01-06,Mobile,Central Anatolia,Salaried,55,79995.87,98636.24,48,175126.21,25151.42,0.3401,89,0,0,0.15477,1,5,681,218602.23,15663.41,Rent,Debt consolidation,59,Verified,Male,30-39,0,out_of_time,0.10820579183482702,644,D,REFER,0.45,98636.24,4802.855603764518,True
APP-0018494,2025-01-06,Web,Mediterranean,Retired,65,39708.52,93958.86,24,184425.04,6213.82,0.25508,160,1,2,0.48679,2,6,633,8914.5,26114.62,Rent,Vehicle,17,Verified,Female,30-39,0,out_of_time,0.26331406840261923,566,F,DECLINE_RECOMMENDATION,0.45,93958.86,11133.310360082456,True
APP-0019418,2025-01-06,Mobile,Mediterranean,Public sector,32,47339.38,35464.25,60,48156.3,15733.81,0.34485,62,0,3,0.25016,1,5,710,50744.73,25906.27,Family,Debt consolidation,28,Verified,Male,30-39,0,out_of_time,0.15744682814779126,612,E,REFER,0.45,35464.25,2512.680153813138,True
APP-0020508,2025-01-06,Branch,Black Sea,Contract,71,61494.28,17258.48,12,225872.6,13982.07,0.25076,183,0,2,0.66568,1,10,636,43597.08,30796.69,Mortgage,Home improvement,16,Verified,Male,40-49,1,out_of_time,0.24576046833794932,572,F,DECLINE_RECOMMENDATION,0.45,17258.48,1908.653457420509,True
APP-0021197,2025-01-06,Branch,Aegean,Salaried,174,50388.98,82539.39,60,103084.33,14510.28,0.31527,202,0,0,0.50219,1,3,647,79457.02,27199.55,Rent,Other,70,Verified,Male,40-49,0,out_of_time,0.12065829292744375,635,D,REFER,0.45,82539.39,4481.577853502635,True
APP-0025651,2025-01-06,Branch,Marmara,Salaried,72,49819.24,29747.54,36,208414.9,22963.69,0.47753,140,0,0,0.16841,0,3,735,22356.73,7265.72,Rent,Home improvement,64,Verified,Male,30-39,0,out_of_time,0.0478580706237082,707,B,APPROVE_RECOMMENDATION,0.45,29747.54,640.6469415907131,False
APP-0026321,2025-01-06,Mobile,Central Anatolia,Salaried,17,22834.21,29189.3,24,16583.96,11262.2,0.54648,24,0,0,0.57607,2,3,696,5228.37,7410.29,Rent,Other,6,Verified,Female,21-29,1,out_of_time,0.2192909042679193,583,E,REFER,0.45,29189.3,2880.4265963764096,True
APP-0026563,2025-01-06,Web,Aegean,Salaried,71,72961.32,19127.77,48,212336.08,8374.17,0.12024,185,0,2,0.22028,1,5,707,53235.4,27013.95,Mortgage,Debt consolidation,3,Verified,Female,50-59,0,out_of_time,0.08091430848187244,667,C,APPROVE_RECOMMENDATION,0.45,19127.77,696.4696270576374,False
APP-0031647,2025-01-06,Web,Black Sea,Salaried,76,32116.51,10839.78,24,84006.79,5005.36,0.16991,93,0,0,0.3076,3,4,646,105959.16,18574.13,Mortgage,Debt consolidation,19,Verified,Female,30-39,0,out_of_time,0.1364657601179353,625,D,REFER,0.45,10839.78,665.6664677450367,True
APP-0032080,2025-01-06,Mobile,Mediterranean,Salaried,121,49792.0,17734.83,18,202748.54,8442.72,0.18935,352,0,0,0.41871,2,8,709,25587.14,6791.21,Rent,Debt consolidation,9,Verified,Male,50-59,0,out_of_time,0.05872158838502692,692,B,APPROVE_RECOMMENDATION,0.45,17734.83,468.63782430229213,False
APP-0034128,2025-01-06,Branch,Aegean,Self-employed,53,55949.87,303285.34,24,246422.5,10123.99,0.40681,238,0,0,0.27368,0,10,728,37287.18,77798.88,Mortgage,Debt consolidation,55,Verified,Male,50-59,0,out_of_time,0.059939704617961394,690,B,APPROVE_RECOMMENDATION,0.45,303285.34,8180.475162551097,False
APP-0039837,2025-01-06,Branch,Mediterranean,Public sector,83,40146.76,10917.11,18,40479.37,18436.07,0.47432,119,0,1,0.3651,3,3,678,72190.35,12605.85,Rent,Other,39,Verified,Male,60-74,0,out_of_time,0.16855649132857284,607,E,REFER,0.45,10917.11,828.0673906716341,True
APP-0041024,2025-01-06,Mobile,Central Anatolia,Salaried,38,57700.08,40370.2,36,213163.46,19808.16,0.36273,249,0,0,0.41444,2,4,739,38495.67,4797.2,Mortgage,Other,103,Unverified,Female,40-49,0,out_of_time,0.08862740916391536,660,C,APPROVE_RECOMMENDATION,0.45,40370.2,1610.057805043093,False
APP-0042186,2025-01-06,Web,Black Sea,Salaried,29,40784.28,27102.95,24,42054.78,3737.12,0.11932,53,0,0,0.55719,2,7,642,19800.78,3742.01,Mortgage,Other,31,Verified,Male,30-39,0,out_of_time,0.1502756544092967,616,E,REFER,0.45,27102.95,1832.8110964526015,True
APP-0043718,2025-01-06,Partner,Mediterranean,Retired,89,19883.71,10278.09,36,12516.55,1983.72,0.11412,227,1,1,0.14948,2,3,654,8107.03,15440.16,Owner,Debt consolidation,60,Verified,Female,40-49,0,out_of_time,0.14937587857685156,617,D,REFER,0.45,10278.09,690.8844257288786,True
APP-0046924,2025-01-06,Partner,Black Sea,Salaried,92,23889.23,15813.28,36,148273.27,13145.29,0.56865,385,0,1,0.65283,3,3,715,5400.25,10542.98,Family,Vehicle,66,Unverified,Male,50-59,0,out_of_time,0.19485360906215043,594,E,REFER,0.45,15813.28,1386.5736055996451,True
APP-0047497,2025-01-06,Web,Marmara,Salaried,18,31222.19,15344.14,24,109985.86,8446.73,0.29101,128,0,1,0.75402,1,5,651,9927.16,10178.54,Rent,Other,48,Verified,Male,30-39,1,out_of_time,0.21112561983922976,587,E,REFER,0.45,15344.14,1457.7934807799634,True
APP-0002336,2025-01-07,Branch,Aegean,Salaried,153,45630.58,61464.34,24,102919.89,3690.46,0.137,342,0,0,0.0299,1,6,723,161714.39,26345.21,Owner,Debt consolidation,40,Verified,Female,50-59,0,out_of_time,0.028110621638488646,747,A,APPROVE_RECOMMENDATION,0.45,61464.34,777.5103626997404,False
APP-0003802,2025-01-07,Mobile,Black Sea,Self-employed,91,38999.17,35930.7,12,262684.48,14932.57,0.45967,170,0,2,0.63727,0,5,670,236264.46,5760.63,Rent,Education,51,Unverified,Male,30-39,0,out_of_time,0.2231329640149947,581,F,DECLINE_RECOMMENDATION,0.45,35930.7,3607.7956155601064,True
APP-0006896,2025-01-07,Branch,Marmara,Salaried,66,45979.04,35046.57,36,136510.55,6859.63,0.17036,19,0,0,0.65476,0,6,683,22848.32,33040.03,Owner,Other,3,Verified,Male,21-29,1,out_of_time,0.1199469456111802,635,D,REFER,0.45,35046.57,1891.678061541789,True
APP-0013453,2025-01-07,Mobile,Marmara,Salaried,44,44751.57,49221.92,24,65219.79,13265.92,0.34226,121,0,0,0.23338,1,4,705,255678.58,17877.25,Rent,Medical,63,Verified,Female,30-39,0,out_of_time,0.09033249502897633,658,C,APPROVE_RECOMMENDATION,0.45,49221.92,2000.8524796725019,False
APP-0013627,2025-01-07,Mobile,Aegean,Public sector,25,23809.58,35324.0,24,107726.01,4449.0,0.24867,128,0,2,0.38397,0,2,650,13072.95,12191.14,Rent,Debt consolidation,72,Unverified,Male,30-39,1,out_of_time,0.1985969964704829,592,E,REFER,0.45,35324.0,3156.858136495502,True
APP-0014068,2025-01-07,Mobile,Marmara,Self-employed,60,82691.43,29077.39,24,210807.67,20594.78,0.26371,155,0,1,0.35678,1,8,680,193371.35,97944.98,Owner,Vehicle,12,Unverified,Female,50-59,0,out_of_time,0.1475751313148128,618,D,REFER,0.45,29077.39,1930.9948413939114,True
APP-0016268,2025-01-07,Mobile,Aegean,Salaried,48,31746.02,13865.73,48,44566.19,4585.16,0.15353,187,0,0,0.34135,0,8,771,4751.66,6535.08,Owner,Vehicle,15,Unverified,Male,40-49,0,out_of_time,0.04235314012314205,716,B,APPROVE_RECOMMENDATION,0.45,13865.73,264.2657425198445,False
APP-0016842,2025-01-07,Web,Central Anatolia,Public sector,22,57632.49,108500.64,60,151544.24,6568.94,0.14536,63,0,1,0.45905,1,2,680,101070.34,18859.54,Owner,Other,2,Unverified,Female,30-39,0,out_of_time,0.13341324123685183,626,D,REFER,0.45,108500.64,6513.939926402767,True
APP-0018104,2025-01-07,Branch,Central Anatolia,Salaried,68,37940.56,22714.0,12,98044.13,8542.74,0.27505,45,0,0,0.40234,0,4,709,34579.75,101126.51,Owner,Vehicle,19,Verified,Female,21-29,0,out_of_time,0.07762068286718168,670,C,APPROVE_RECOMMENDATION,0.45,22714.0,793.3842857903243,False
APP-0019269,2025-01-07,Branch,Black Sea,Salaried,74,19410.5,31883.26,48,31694.25,2578.26,0.16705,226,1,1,0.50142,1,5,717,29555.54,4180.21,Owner,Vehicle,56,Verified,Male,50-59,1,out_of_time,0.09090937116004207,658,C,APPROVE_RECOMMENDATION,0.45,31883.26,1304.3192027094553,False
APP-0019671,2025-01-07,Mobile,Marmara,Self-employed,31,51386.33,112031.12,18,250002.27,7070.94,0.25872,158,0,2,0.40561,1,10,655,64497.29,17688.2,Rent,Vehicle,32,Unverified,Male,30-39,0,out_of_time,0.18714467157253253,597,E,REFER,0.45,112031.12,9434.712221236341,True
APP-0021521,2025-01-07,Mobile,Marmara,Salaried,93,47397.07,65317.82,48,64912.45,14067.02,0.3255,375,0,0,0.57434,0,4,720,31656.31,23563.01,Mortgage,Vehicle,111,Verified,Male,60-74,0,out_of_time,0.05225733590293257,701,B,APPROVE_RECOMMENDATION,0.45,65317.82,1536.0008670842792,False
APP-0023946,2025-01-07,Web,Marmara,Public sector,114,53565.25,87344.57,36,52401.41,10221.26,0.23611,285,0,1,0.40615,3,5,667,65095.36,104707.17,Owner,Vehicle,30,Unverified,Male,50-59,0,out_of_time,0.12277551815227027,633,D,REFER,0.45,87344.57,4825.698677791759,True
APP-0024166,2025-01-07,Web,Marmara,Salaried,64,70162.05,16892.63,48,68363.81,19400.7,0.28153,333,2,2,0.21401,1,4,692,39390.4,67683.14,Mortgage,Debt consolidation,12,Verified,Female,40-49,0,out_of_time,0.1849569250327839,598,E,REFER,0.45,16892.63,1405.9840052324505,True
APP-0025283,2025-01-07,Web,Aegean,Salaried,112,20285.8,11159.93,36,58827.64,4551.96,0.23967,175,0,0,0.11982,1,2,741,141773.74,4717.02,Mortgage,Vehicle,48,Verified,Female,50-59,0,out_of_time,0.03464791530755514,732,B,APPROVE_RECOMMENDATION,0.45,11159.93,174.00073926520975,False
APP-0029006,2025-01-07,Branch,Central Anatolia,Salaried,94,37145.18,17192.84,24,71476.72,8356.13,0.24424,325,1,1,0.69187,0,5,647,16358.85,13177.94,Family,Education,37,Verified,Male,50-59,0,out_of_time,0.1605225643309586,611,E,REFER,0.45,17192.84,1241.9274442193453,True
APP-0029353,2025-01-07,Partner,Marmara,Public sector,79,36895.45,15326.94,24,69154.53,6319.94,0.1886,329,1,1,0.60538,2,3,653,51441.49,58360.31,Mortgage,Education,36,Verified,Male,50-59,0,out_of_time,0.1703717583563995,606,E,REFER,0.45,15326.94,1175.0749731103654,True
APP-0040109,2025-01-07,Mobile,Central Anatolia,Salaried,33,42189.2,73772.55,36,84378.7,21368.7,0.55507,167,0,0,0.48933,2,3,699,52130.36,14417.42,Rent,Education,34,Verified,Female,30-39,0,out_of_time,0.14176122281084683,621,D,REFER,0.45,73772.55,4706.139104043453,True
APP-0041464,2025-01-07,Partner,Marmara,Public sector,70,100631.87,264954.98,12,98069.13,27844.27,0.4961,89,1,2,0.16214,2,6,670,224080.75,31574.78,Rent,Home improvement,14,Verified,Female,30-39,0,out_of_time,0.23600509985361984,576,F,DECLINE_RECOMMENDATION,0.45,264954.98,28138.82693022623,True
APP-0041974,2025-01-07,Partner,Marmara,Salaried,127,49668.29,62466.42,24,418539.75,22744.9,0.51034,128,0,0,0.31961,4,4,699,20089.18,16711.19,Rent,Vehicle,26,Verified,Female,40-49,0,out_of_time,0.1490013977844904,617,D,REFER,0.45,62466.42,4188.412752566871,True
APP-0044072,2025-01-07,Branch,Marmara,Self-employed,66,59218.49,23820.06,24,149044.67,15556.95,0.27946,134,0,0,0.47542,1,7,760,95424.24,3076.39,Rent,Education,35,Verified,Female,40-49,0,out_of_time,0.053071958762033376,699,B,APPROVE_RECOMMENDATION,0.45,23820.06,568.8797589131224,False
APP-0044667,2025-01-07,Branch,Black Sea,Contract,68,55228.59,50665.21,36,56217.76,17732.05,0.34655,567,0,0,0.15393,0,3,757,30834.56,11933.46,Owner,Home improvement,52,Verified,Male,60-74,0,out_of_time,0.02091686251427935,769,A,APPROVE_RECOMMENDATION,0.45,50665.21,476.8907543221911,False
APP-0044736,2025-01-07,Branch,Mediterranean,Salaried,144,52149.56,25092.69,36,165600.46,8295.71,0.17244,231,0,1,0.66091,2,6,672,79849.64,1086.41,Rent,Home improvement,87,Verified,Female,40-49,0,out_of_time,0.1008642913125211,649,D,REFER,0.45,25092.69,1138.9303772886533,True
APP-0046858,2025-01-07,Branch,Aegean,Self-employed,61,27017.48,173761.28,24,86858.09,7182.86,0.53384,182,0,0,0.29696,0,4,723,21216.04,12688.47,Mortgage,Vehicle,28,Unverified,Male,30-39,0,out_of_time,0.09269834593581361,656,C,APPROVE_RECOMMENDATION,0.45,173761.28,7248.322459660397,False
APP-0004707,2025-01-08,Web,Marmara,Self-employed,40,31884.51,95067.94,36,27184.23,6331.26,0.28139,63,0,2,0.42608,2,10,643,12839.05,17571.3,Owner,Other,7,Verified,Female,21-29,0,out_of_time,0.2255112488179831,581,F,DECLINE_RECOMMENDATION,0.45,95067.94,9647.50044237889,True
APP-0005839,2025-01-08,Web,Central Anatolia,Retired,48,15715.48,25134.89,36,34673.09,1656.27,0.14982,43,1,1,0.39168,1,4,728,38194.15,7339.24,Owner,Education,55,Verified,Male,21-29,0,out_of_time,0.09964514608000424,650,C,APPROVE_RECOMMENDATION,0.45,25134.89,1127.056403589677,False
APP-0006961,2025-01-08,Web,Aegean,Contract,50,42775.05,36718.84,36,61461.21,14268.79,0.35742,183,0,0,0.79133,1,9,722,11399.7,10467.31,Rent,Vehicle,73,Verified,Female,30-39,1,out_of_time,0.16336819010645068,609,E,REFER,0.45,36718.84,2699.410695123755,True
APP-0007301,2025-01-08,Partner,Central Anatolia,Salaried,71,59489.96,50501.25,48,173502.39,9756.89,0.18169,381,0,1,0.32714,1,4,660,12729.72,60299.05,Owner,Education,35,Verified,Female,50-59,0,out_of_time,0.07382772856448913,674,C,APPROVE_RECOMMENDATION,0.45,50501.25,1677.7766597253333,False
APP-0008851,2025-01-08,Mobile,Marmara,Public sector,111,52621.59,74157.03,24,126187.39,8406.72,0.21848,418,1,1,0.23198,1,5,712,52748.67,5972.56,Family,Other,100,Verified,Female,50-59,0,out_of_time,0.053665215184829466,699,B,APPROVE_RECOMMENDATION,0.45,74157.03,1790.8438375880346,False
APP-0010989,2025-01-08,Mobile,Marmara,Self-employed,56,41463.39,21297.16,18,50229.02,17620.08,0.45349,67,0,0,0.45444,0,5,674,22962.3,20090.1,Rent,Vehicle,16,Verified,Male,21-29,0,out_of_time,0.14256333263720597,621,D,REFER,0.45,21297.16,1366.287347388509,True
APP-0011761,2025-01-08,Mobile,Central Anatolia,Contract,39,32450.91,48769.99,12,100554.93,7918.01,0.36924,38,0,1,0.24975,0,3,699,27627.49,18057.01,Owner,Education,27,Verified,Female,21-29,1,out_of_time,0.1329506013486911,627,D,REFER,0.45,48769.99,2917.799774221343,True
APP-0012217,2025-01-08,Branch,Mediterranean,Self-employed,85,12064.64,10000.0,24,69251.92,4583.42,0.41444,301,0,0,0.10018,3,2,666,13933.8,4457.64,Rent,Home improvement,43,Verified,Male,50-59,0,out_of_time,0.06949070498587473,679,C,APPROVE_RECOMMENDATION,0.45,10000.0,312.7081724364363,False
APP-0013053,2025-01-08,Branch,Central Anatolia,Self-employed,83,157625.74,97707.03,60,136826.03,24679.77,0.1669,215,0,1,0.5447,2,9,676,38622.8,59838.02,Family,Debt consolidation,40,Verified,Female,30-39,0,out_of_time,0.15871379626072765,612,E,REFER,0.45,97707.03,6978.354143697362,True
APP-0013802,2025-01-08,Mobile,Marmara,Salaried,25,39975.54,14754.96,36,99549.71,5151.08,0.13911,215,0,0,0.74174,4,6,575,32742.5,15831.73,Owner,Vehicle,22,Verified,Female,40-49,0,out_of_time,0.29589109415213166,554,F,DECLINE_RECOMMENDATION,0.45,14754.96,1964.6375663569215,True
APP-0014547,2025-01-08,Mobile,Aegean,Salaried,55,77707.2,135135.56,48,321701.98,22059.83,0.32011,215,1,1,0.29584,1,5,716,10753.02,58691.74,Rent,Debt consolidation,63,Verified,Female,40-49,0,out_of_time,0.12914777197129063,629,D,REFER,0.45,135135.56,7853.605419641698,True
APP-0015520,2025-01-08,Partner,Mediterranean,Public sector,9,42977.74,17664.11,24,146623.4,8719.61,0.22001,92,0,1,0.19622,0,11,689,86696.69,19841.53,Rent,Other,16,Verified,Male,21-29,0,out_of_time,0.08677973384891864,661,C,APPROVE_RECOMMENDATION,0.45,17664.11,689.7990440151101,False
APP-0024045,2025-01-08,Web,Mediterranean,Salaried,50,56836.98,26078.04,36,285830.52,18372.57,0.336,133,0,0,0.35186,3,9,742,40936.46,23571.37,Mortgage,Debt consolidation,4,Verified,Female,30-39,0,out_of_time,0.0940353409943218,655,C,APPROVE_RECOMMENDATION,0.45,26078.04,1103.5158227386037,False
APP-0026640,2025-01-08,Partner,Central Anatolia,Retired,91,66153.04,169433.74,60,59546.11,12500.16,0.23165,73,0,0,0.49908,0,7,655,36296.94,26530.04,Owner,Education,12,Verified,Male,30-39,0,out_of_time,0.12996601922790857,629,D,REFER,0.45,169433.74,9909.282919813408,True
APP-0026788,2025-01-08,Branch,Aegean,Salaried,114,33688.34,71984.15,18,100923.01,11188.38,0.45082,8,0,0,0.3919,2,4,689,17076.38,3373.13,Mortgage,Other,7,Verified,Female,21-29,0,out_of_time,0.15621097270890835,613,E,REFER,0.45,71984.15,5060.1213410057835,True
APP-0028032,2025-01-08,Web,Central Anatolia,Salaried,68,27146.65,37462.92,48,117266.05,5664.18,0.2374,108,0,0,0.38852,0,5,749,230208.4,54831.18,Rent,Other,28,Verified,Male,30-39,0,out_of_time,0.04790070322910514,707,B,APPROVE_RECOMMENDATION,0.45,37462.92,807.5250958570684,False
APP-0029426,2025-01-08,Mobile,Mediterranean,Salaried,121,74419.94,44697.77,36,23247.86,37439.94,0.51977,281,1,1,0.71988,0,4,644,61193.08,13236.34,Rent,Vehicle,27,Verified,Female,50-59,1,out_of_time,0.279337141991754,560,F,DECLINE_RECOMMENDATION,0.45,44697.77,5618.586296342143,True
